,Dist Code,Year,State Code,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),KHARIF SORGHUM AREA (1000 ha),KHARIF SORGHUM PRODUCTION (1000 tons),KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM AREA (1000 ha),RABI SORGHUM PRODUCTION (1000 tons),RABI SORGHUM YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),FINGER MILLET AREA (1000 ha),FINGER MILLET PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),BARLEY AREA (1000 ha),BARLEY PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),SAFFLOWER AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),CASTOR AREA (1000 ha),CASTOR PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),LINSEED AREA (1000 ha),LINSEED PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),SUNFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),SOYABEAN AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AREA (1000 ha),VEGETABLES AREA (1000 ha),FRUITS AND VEGETABLES AREA (1000 ha),POTATOES AREA (1000 ha),ONION AREA (1000 ha),FODDER AREA (1000 ha),Total Area (1000 ha),Total Production (1000 tons),Total Yield (Kg per ha),Rainfall(mm)
1700,6,2015,14,Chhattisgarh,Surguja,369.32,440.9,1193.82,23.87,33.51,1403.85,0.0,0.0,0.0,0.0,0.0,0.0,2.64,1.82,689.39,0.0,0.0,0.0,48.89,91.01,1861.53,0.89,0.16,179.78,0.8,0.52,650.0,3.87,2.45,633.07,20.55,10.27,499.76,35.28,13.04,369.51,7.6,9.15,1203.95,5.62,1.97,350.53,23.0,13.6,591.3,0.0,0.0,0.0,0.0,0.0,0.0,10.58,4.25,401.7,0.05,0.02,400.0,0.12,0.05,379.03,76.85,35.59,463.11,2.82,0.89,317.28,0.0,0.0,0.0,0.0,0.0,0.0,8.19,1.91,0.0,1281.8800000000003,1322.2199999999998,1983.3299999999997,989.8
1701,121,2015,3,Gujarat,Ahmedabad,130.69,336.39,2574.07,135.17,341.19,2524.09,0.04,0.03,833.33,0.0,0.0,0.0,0.04,0.03,833.33,8.08,21.24,2629.7,0.02,0.03,1666.67,0.0,0.0,0.0,0.0,0.0,0.0,8.21,5.72,696.32,1.44,1.77,1230.71,6.46,4.26,658.85,1.87,7.93,4229.67,7.67,4.52,590.18,1.41,2.21,1562.3,0.0,0.0,0.0,71.35,118.98,1667.58,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,800.0,80.9,131.33,1623.32,0.0,0.0,0.0,204.64,88.74,433.62,0.0,0.0,0.0,3.96,0.2,0.0,1323.92,2129.16,3193.74,415.7
1702,122,2015,3,Gujarat,Amreli,0.0,0.0,0.0,7.31,22.73,3109.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,6.4,2361.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,2.39,1373.56,0.74,0.91,1229.73,4.62,2.51,544.16,101.51,219.82,2165.5,7.39,3.52,476.32,0.0,0.0,0.0,0.0,0.0,0.0,1.28,2.24,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.28,770.31,110.54,225.26,2037.81,0.06,0.39,6891.23,378.76,190.83,503.83,0.0,0.0,0.0,0.0,4.33,0.0,1234.04,1363.22,2044.83,782.8
1703,123,2015,3,Gujarat,Banaskantha,0.08,0.09,1125.0,81.48,240.79,2955.2,7.8,8.6,1102.56,0.0,0.0,0.0,7.8,8.6,1102.56,159.09,373.07,2345.02,5.62,9.32,1658.36,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,1000.0,0.79,0.88,1113.92,6.65,2.97,447.05,60.66,112.93,1861.69,6.08,0.68,111.84,120.95,169.33,1400.0,0.0,0.0,0.0,140.75,263.78,1874.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.49,377.39,1818.83,0.0,0.0,0.0,34.43,14.56,422.89,0.0,0.0,0.0,52.33,0.01,0.0,1784.04,3166.0399999999995,4749.0599999999995,834.9000000000001
1704,126,2015,3,Gujarat,Bhavnagar,0.0,0.0,0.0,12.18,34.65,2845.66,5.86,8.29,1414.68,0.0,0.0,0.0,5.86,8.29,1414.68,34.23,79.54,2323.7,0.68,0.9,1323.53,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.64,881.79,0.34,0.41,1215.66,5.61,3.13,558.66,81.76,144.89,1772.06,17.13,9.25,539.86,0.03,0.04,1333.33,0.0,0.0,0.0,2.36,2.95,1249.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.24,156.53,1546.11,1.21,8.3,6891.2,329.38,147.04,446.42,0.0,0.0,0.0,0.0,44.79,0.0,1197.1999999999998,1299.28,1948.92,556.3
1705,128,2015,3,Gujarat,Dangs,21.11,41.66,1973.47,2.51,3.71,1478.09,1.88,2.66,1414.89,0.0,0.0,0.0,1.88,2.66,1414.89,0.0,0.0,0.0,1.96,2.59,1321.43,14.3,11.76,822.38,0.0,0.0,0.0,16.16,15.76,975.25,2.34,2.88,1230.77,7.32,4.79,654.01,1.85,2.64,1427.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.94,412.82,4.13,2.64,639.23,0.17,1.15,6891.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.78,191.68000000000004,287.52000000000004,1173.7
1706,129,2015,3,Gujarat,Jamnagar,0.0,0.0,0.0,2.13,6.7,3143.31,0.18,0.25,1413.04,0.0,0.0,0.0,0.18,0.25,1413.04,0.37,0.61,1628.66,0.0,0.01,1428.57,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.11,1235.33,0.28,0.34,1214.29,5.36,2.68,500.82,294.48,248.14,842.63,17.48,5.51,315.19,0.05,0.08,1458.33,0.0,0.0,0.0,10.61,22.16,2088.86,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.12,371.43,322.89,275.74,853.99,0.0,0.02,6892.0,248.8,108.1,434.48,0.0,0.0,0.0,0.03,0.41,0.0,1809.6999999999998,1346.46,2019.69,450.0
1707,131,2015,3,Gujarat,Kheda,219.25,574.85,2621.91,113.56,321.47,2830.74,0.3,0.42,1396.96,0.05,0.05,1000.0,0.35,0.47,1340.62,93.08,230.16,2472.61,12.11,12.98,1072.37,0.0,0.0,0.0,0.0,0.0,0.0,3.02,3.08,1018.63,2.06,3.16,1532.13,2.87,1.59,553.08,1.52,2.37,1563.18,1.64,0.67,409.27,2.04,2.93,1435.19,0.0,0.0,0.0,9.18,16.49,1796.8,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.48,815.93,12.93,18.68,1444.59,0.01,0.06,6892.25,27.61,17.96,650.54,0.0,0.0,0.0,9.34,0.38,0.0,1023.02,2416.5000000000005,3624.750000000001,519.6
1708,132,2015,3,Gujarat,Kutch,0.0,0.0,0.0,30.04,85.8,2856.19,0.05,0.07,1400.0,0.0,0.0,0.0,0.05,0.07,1400.0,19.95,24.7,1238.1,2.35,5.18,2204.26,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.11,846.15,0.0,0.0,0.0,83.59,40.1,479.69,31.03,74.61,2404.45,54.91,13.02,237.12,9.66,17.47,1808.49,0.0,0.0,0.0,75.63,189.61,2507.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.57,277.13,1715.23,0.0,0.0,0.0,48.84,47.49,972.36,0.0,0.0,0.0,0.05,0.6,0.0,1035.6999999999998,1551.92,2327.88,483.9
1709,133,2015,3,Gujarat,Mehsana,11.58,26.32,2271.73,118.49,342.21,2888.09,13.3,18.8,1413.08,0.03,0.04,1333.33,13.33,18.83,1412.15,28.16,66.63,2366.35,0.22,0.3,1351.78,0.02,0.02,1000.0,0.0,0.0,0.0,7.29,5.19,711.93,0.14,0.18,1245.91,8.44,3.8,450.42,13.39,33.22,2480.55,3.55,0.72,201.58,50.72,76.86,1515.52,0.0,0.0,0.0,193.32,411.81,2130.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.25,445.69,2119.75,0.0,0.0,0.0,86.78,55.61,640.85,0.0,0.0,0.0,9.83,0.51,0.0,1537.68,3013.48,4520.22,688.3
1710,134,2015,3,Gujarat,Panchmahal,105.67,93.59,885.67,62.34,103.25,1656.33,0.09,0.13,1456.1,0.01,0.01,1000.0,0.1,0.14,1409.42,11.56,17.24,1491.79,239.12,286.22,1196.94,0.0,0.0,0.0,0.0,0.0,0.0,38.19,25.96,679.83,31.92,47.47,1487.27,13.94,6.59,472.79,2.39,3.69,1541.44,1.83,0.74,403.7,0.58,0.83,1434.84,0.0,0.0,0.0,6.09,7.46,1224.33,0.0,0.0,0.0,0.0,0.0,0.0,37.16,29.3,788.33,47.48,11.73,246.98,0.02,0.16,6890.0,20.4,11.26,551.89,0.0,0.0,0.0,0.1,1.58,0.0,1237.9799999999998,1294.7000000000005,1942.0500000000006,484.3
1711,135,2015,3,Gujarat,Rajkot,0.0,0.0,0.0,27.72,100.83,3637.85,2.25,3.18,1413.04,0.0,0.0,0.0,2.25,3.18,1413.04,2.32,3.41,1470.43,0.53,0.93,1758.12,0.0,0.0,0.0,0.0,0.0,0.0,5.56,10.47,1883.51,0.45,0.55,1222.22,4.18,2.3,552.0,334.13,542.81,1624.52,13.29,9.45,711.66,0.71,1.03,1446.6,0.0,0.0,0.0,15.85,31.51,1987.18,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.18,372.92,363.75,583.46,1604.02,0.24,1.69,6891.51,363.61,120.48,331.33,0.0,0.0,0.0,0.0,3.88,0.0,2274.6400000000003,2838.6800000000003,4258.02,588.7
1712,136,2015,3,Gujarat,Sabarkantha,4.73,12.67,2678.65,149.01,392.19,2631.97,0.0,0.0,0.0,0.39,0.47,1205.13,0.39,0.47,1205.13,6.45,13.85,2147.29,53.83,117.77,2187.81,0.0,0.0,0.0,0.0,0.0,0.0,3.68,2.47,671.2,11.64,10.21,877.15,17.19,10.74,624.89,64.11,149.03,2324.6,2.08,0.8,384.62,2.14,2.69,1257.01,0.0,0.0,0.0,65.58,122.86,1873.44,0.0,0.0,0.0,0.0,0.0,0.0,10.3,8.22,798.29,142.07,272.55,1918.42,0.0,0.0,0.0,128.53,76.53,595.43,0.0,0.0,0.0,33.27,1.16,0.0,1390.7799999999997,2389.3600000000006,3584.040000000001,750.6
1713,137,2015,3,Gujarat,Surat,104.13,227.2,2181.89,7.63,15.9,2083.88,19.58,29.57,1510.21,6.42,6.57,1023.36,26.0,36.15,1390.38,0.14,0.27,1928.57,2.72,4.99,1834.56,0.0,0.0,0.0,0.0,0.0,0.0,2.42,1.88,776.86,25.79,23.17,898.41,14.03,8.11,578.03,6.06,10.56,1742.57,0.32,0.18,562.5,0.37,0.54,1459.46,0.0,0.0,0.0,0.97,1.92,1979.38,0.0,0.0,0.0,0.0,0.0,0.0,13.35,9.61,720.16,20.7,12.51,604.35,91.93,652.33,7096.01,12.24,6.35,518.79,0.0,0.0,0.0,0.0,0.3,0.0,709.5999999999999,2096.22,3144.33,899.9
1714,138,2015,3,Gujarat,Surendranagar,0.66,1.66,2515.15,34.82,109.25,3137.44,15.4,21.78,1414.05,0.46,0.54,1173.91,15.86,22.32,1407.08,8.3,15.79,1901.84,0.02,0.02,1428.57,0.0,0.0,0.0,0.0,0.0,0.0,11.48,10.6,923.17,0.01,0.01,1000.0,3.05,1.84,603.67,30.28,50.79,1677.22,27.47,10.47,381.3,1.27,1.83,1448.79,0.0,0.0,0.0,80.68,142.2,1762.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.42,200.95,1451.78,0.01,0.08,6892.0,417.38,262.34,628.53,0.0,0.0,0.0,0.03,1.84,0.0,1571.1999999999998,1708.6200000000001,2562.9300000000003,374.9
1715,127,2015,3,Gujarat,Valsad,118.98,294.03,2471.26,0.17,0.43,2529.41,0.77,1.08,1402.6,0.56,0.57,1017.86,1.33,1.65,1240.6,0.0,0.0,0.0,0.15,0.3,2000.0,4.91,3.24,659.88,0.0,0.0,0.0,3.75,3.12,832.0,8.77,9.41,1072.98,14.27,9.3,651.92,0.36,0.52,1444.44,0.0,0.0,0.0,0.02,0.02,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.52,1405.41,21.78,142.41,6539.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,352.3800000000001,933.4799999999998,1400.2199999999998,1461.1
1716,183,2015,4,Haryana,Ambala,167.8,638.0,3802.15,196.2,846.0,4311.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2.0,1428.57,4.3,14.0,3255.81,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.6,1.3,500.0,0.0,0.0,0.0,0.1,0.1,1000.0,4.6,6.0,1304.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,13.1,1578.31,0.0,0.0,0.0,0.0,0.0,0.0,0.28,9.19,9.48,2.9,0.58,40.78,777.36,3060.5399999999995,4590.8099999999995,689.9
1717,180,2015,4,Haryana,Gurgaon,59.0,138.0,2338.98,257.8,1028.0,3987.59,17.0,9.0,529.41,0.0,0.0,0.0,17.0,9.0,529.41,68.9,126.0,1828.74,0.0,0.0,0.0,0.0,0.0,0.0,2.8,10.0,3571.43,0.4,1.0,2500.0,0.0,0.0,0.0,2.0,0.2,100.0,0.0,0.0,0.0,1.6,0.7,437.5,35.2,57.0,1619.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8,57.7,1567.93,0.0,0.0,0.0,10.4,3.06,294.23,0.78,5.81,10.51,0.0,1.23,75.69,1019.36,2893.4,4340.1,466.7
1718,181,2015,4,Haryana,Jind,158.14,401.2,2536.96,248.3,1089.46,4387.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.45,22.72,1824.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,4.13,7.36,1783.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13,7.46,1808.05,0.0,0.0,0.0,73.91,13.95,188.8,1.03,1.2,2.23,0.22,0.08,35.77,1006.6599999999999,3093.06,4639.59,416.8
1719,184,2015,4,Haryana,Karnal,488.46,1543.8,3160.56,514.4,2394.54,4655.03,2.1,1.0,476.19,0.0,0.0,0.0,2.1,1.0,476.19,3.05,5.28,1731.15,1.3,3.0,2307.69,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2.38,0.8,335.85,0.0,0.0,0.0,0.0,0.0,0.0,4.77,9.64,2019.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.57,24.14,2521.41,0.0,0.0,0.0,8.79,2.07,235.03,1.56,21.82,23.39,11.48,0.72,65.1,2100.1199999999994,8015.620000000001,12023.43,639.7
1720,186,2015,4,Haryana,Rohtak,188.46,471.78,2503.34,367.13,1511.38,4116.74,34.0,18.0,529.41,0.0,0.0,0.0,34.0,18.0,529.41,62.56,134.16,2144.5,0.4,1.0,2500.0,0.0,0.0,0.0,4.46,12.91,2894.62,0.6,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.1,0.11,1130.0,0.5,0.15,301.59,44.39,69.08,1556.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.99,69.35,1541.21,0.0,0.0,0.0,28.11,10.81,384.46,1.57,8.9,10.48,0.7,0.25,37.29,1628.3400000000006,4651.76,6977.64,322.3
1721,627,2015,18,Himachal Pradesh,Chamba,2.49,3.0,1204.82,18.68,50.28,2691.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.75,98.69,3689.35,0.01,0.0,0.0,3.59,6.74,1877.44,0.0,0.0,0.0,0.0,0.0,0.0,4.2,9.5,2259.58,0.0,0.0,0.0,0.01,0.0,0.0,1.61,0.79,490.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.88,310.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.06,0.04,121.99999999999999,339.88,509.82,1541.4
1722,629,2015,18,Himachal Pradesh,Kangra,36.98,56.84,1537.05,147.35,264.18,1792.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,500.0,115.75,292.26,2524.92,0.0,0.0,0.0,2.61,5.0,1915.71,0.13,0.13,1000.0,0.01,0.0,0.0,4.59,8.23,1793.94,0.0,0.0,0.0,0.06,0.02,333.33,3.61,2.11,584.49,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.18,305.08,0.0,0.0,0.0,0.07,0.1,1366.2,3.55,2.35,661.97,0.79,1.23,1559.72,0.0,0.0,0.0,0.0,0.0,0.0,2.58,0.36,7.6,637.4599999999999,1266.04,1899.06,1996.4
1723,630,2015,18,Himachal Pradesh,Kinnaur,0.01,0.02,2000.0,0.19,0.19,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.64,3368.42,0.02,0.02,1000.0,0.99,1.82,1838.38,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.95,1917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,4.04,7.279999999999999,10.919999999999998,710.5
1724,631,2015,18,Himachal Pradesh,Kullu,1.34,1.76,1313.43,21.85,34.54,1580.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.06,59.12,3925.63,0.2,0.15,750.0,2.43,4.58,1884.77,0.04,0.04,1000.0,0.0,0.0,0.0,3.4,7.24,2126.58,0.02,0.02,1000.0,0.0,0.0,0.0,0.89,0.4,449.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.19,0.12,631.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.08,92.84,216.04,324.06,1253.6
1725,634,2015,18,Himachal Pradesh,Mandi,18.95,32.84,1732.98,61.04,120.4,1972.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,500.0,46.59,16.7,358.45,0.7,0.65,928.57,2.34,4.19,1790.6,0.02,0.02,1000.0,0.0,0.0,0.0,4.57,9.46,2072.71,0.0,0.0,0.0,0.01,0.01,1000.0,0.4,0.22,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.06,285.71,0.0,0.0,0.0,0.44,0.76,1737.93,0.87,0.67,770.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.1,0.87,276.46,372.17999999999995,558.27,1524.5
1726,636,2015,18,Himachal Pradesh,Sirmaur,5.37,6.35,1182.5,28.15,33.48,1189.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.82,68.79,3304.03,0.25,0.15,600.0,1.89,2.72,1439.15,0.07,0.07,1000.0,0.02,0.0,0.0,4.45,8.82,1981.79,0.01,0.01,1000.0,0.01,0.0,0.0,0.86,0.43,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,1437.5,1.5,1.04,693.33,1.03,2.42,2345.44,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.19,1.4,130.36,248.98000000000002,373.47,1186.8
1727,633,2015,18,Himachal Pradesh,Solan,3.9,9.84,2523.08,27.48,34.15,1242.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.93,73.27,3500.72,0.0,0.0,0.0,1.61,2.38,1478.26,0.02,0.02,1000.0,0.0,0.0,0.0,1.85,2.1,1135.9,0.0,0.0,0.0,0.02,0.01,500.0,0.34,0.21,617.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,1117.65,0.63,0.38,603.17,0.05,0.1,1960.38,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.81,113.82000000000004,245.05999999999992,367.58999999999986,1382.2
1728,914,2015,15,Jharkhand,Dhanbad,15.15,15.88,1048.07,0.2,0.3,1509.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.92,912.28,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,1200.0,0.01,0.03,2500.0,0.02,0.02,1096.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,2.78,0.45,0.05,0.0,33.72,40.00000000000001,60.000000000000014,854.8000000000001
1729,913,2015,15,Jharkhand,Hazaribagh,182.45,191.96,1052.13,18.39,38.23,2078.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.83,16.47,923.64,0.0,0.0,0.0,0.0,0.0,0.0,9.36,7.86,839.45,1.33,2.34,1761.38,2.72,2.26,830.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21,4.78,663.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21,4.78,663.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,24.7,13.65,0.86,0.0,520.3,588.4799999999999,882.7199999999998,1135.9
1730,915,2015,15,Jharkhand,Palamau,87.44,68.88,787.74,16.37,22.9,1398.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,42.95,740.52,0.0,0.0,0.0,0.0,0.0,0.0,10.39,8.66,833.49,21.28,22.34,1049.81,12.72,7.76,609.67,0.0,0.0,0.0,0.0,0.0,0.0,10.6,9.04,852.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,9.04,852.83,0.0,0.0,0.0,0.0,0.0,0.0,0.02,13.72,13.74,5.96,0.68,0.0,466.76,411.94,617.91,809.4
1731,916,2015,15,Jharkhand,Ranchi,370.06,352.66,952.98,6.9,10.48,1518.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.68,24.51,1386.31,0.0,0.0,0.0,0.0,0.0,0.0,3.79,3.05,804.75,2.69,4.26,1583.64,35.99,18.75,520.89,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.62,1007.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.62,1007.69,0.0,0.0,0.0,0.0,0.0,0.0,2.87,52.36,55.22,13.09,1.38,0.0,916.5400000000001,945.3800000000001,1418.0700000000002,873.4
1732,75,2015,5,Karnataka,Belgaum,61.23,40.8,666.34,32.91,29.76,904.28,18.5,14.08,761.08,145.22,83.0,571.55,163.72,97.08,592.96,4.54,1.69,372.25,131.16,281.65,2147.38,0.25,0.2,800.0,0.0,0.0,0.0,104.26,31.1,298.29,5.08,1.14,224.41,40.45,5.11,126.29,37.42,21.34,570.28,0.11,0.04,363.64,0.01,0.0,0.0,2.14,0.58,271.03,0.02,0.01,500.0,0.25,0.03,120.0,23.98,9.42,392.83,90.45,30.76,340.1,154.63,0.0,0.0,175.78,1452.81,8265.0,39.58,10.63,268.57,10.74,29.8,40.54,4.8,10.74,4.65,2494.46,4303.54,6455.3099999999995,580.5
1733,73,2015,5,Karnataka,Bellary,93.67,341.44,3645.14,0.11,0.21,1909.09,17.11,28.0,1636.47,33.13,58.22,1757.32,50.23,86.22,1716.5,14.16,13.36,943.5,99.74,263.33,2640.16,3.13,2.08,664.54,0.0,0.0,0.0,75.36,48.68,645.97,2.93,1.04,354.95,7.8,3.16,405.08,49.76,46.58,936.09,3.13,0.79,252.4,0.0,0.0,0.0,0.14,0.06,428.57,0.03,0.01,333.33,0.0,0.0,0.0,18.8,9.54,507.45,0.0,0.0,0.0,72.05,0.0,0.0,7.84,80.39,10260.0,68.05,26.51,389.57,7.66,16.52,24.18,0.19,13.32,0.14,1250.04,2078.9199999999996,3118.379999999999,597.9
1734,77,2015,5,Karnataka,Bidar,1.55,1.32,851.61,3.84,4.28,1114.58,23.93,27.8,1161.72,26.85,8.52,317.32,50.78,36.32,715.24,5.35,3.77,704.67,1.38,2.7,1956.52,0.0,0.0,0.0,0.0,0.0,0.0,47.06,11.53,245.01,67.45,29.8,441.81,56.72,6.08,107.22,0.3,0.08,266.67,5.72,1.46,255.24,0.01,0.0,0.0,12.04,10.95,909.47,0.0,0.0,0.0,0.13,0.02,153.85,1.14,0.23,201.75,111.32,72.86,654.55,130.94,0.0,0.0,19.42,84.86,4370.0,0.28,0.09,321.43,1.9,1.63,3.53,0.09,0.75,0.09,1136.3999999999999,610.1,915.1500000000001,659.5999999999999
