,Dist Code,Year,State Code,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),KHARIF SORGHUM AREA (1000 ha),KHARIF SORGHUM PRODUCTION (1000 tons),KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM AREA (1000 ha),RABI SORGHUM PRODUCTION (1000 tons),RABI SORGHUM YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),FINGER MILLET AREA (1000 ha),FINGER MILLET PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),BARLEY AREA (1000 ha),BARLEY PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),SAFFLOWER AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),CASTOR AREA (1000 ha),CASTOR PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),LINSEED AREA (1000 ha),LINSEED PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),SUNFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),SOYABEAN AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AREA (1000 ha),VEGETABLES AREA (1000 ha),FRUITS AND VEGETABLES AREA (1000 ha),POTATOES AREA (1000 ha),ONION AREA (1000 ha),FODDER AREA (1000 ha),Total Area (1000 ha),Total Production (1000 tons),Total Yield (Kg per ha),Rainfall(mm)
1666,810,2014,13,West Bengal,Hooghly,276.03,860.05,3115.78,0.2,0.49,2450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.46,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,1333.33,0.1,0.12,1200.0,0.47,0.34,723.4,13.79,29.84,2163.89,40.76,41.24,1011.78,14.08,12.31,874.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,1500.0,0.0,0.0,0.0,68.7,83.4,1213.97,0.83,14.93,17987.95,0.0,0.0,0.0,13.48,156.22,169.7,100.75,0.0,0.28,1058.98,2399.0,3598.5,1114.4
1667,811,2014,13,West Bengal,Howrah,117.36,320.39,2729.98,0.11,0.28,2545.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.11,1222.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.8,947.37,6.1,13.21,2165.57,2.27,2.25,991.19,1.23,1.15,934.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.2,1111.11,0.0,0.0,0.0,9.8,16.8,1714.29,0.0,0.02,0.0,0.0,0.0,0.0,2.27,24.08,26.35,8.65,0.0,0.0,299.9200000000001,760.5799999999998,1140.8699999999997,1232.3
1668,812,2014,13,West Bengal,Jalpaiguri,230.54,561.85,2437.1,16.82,37.76,2244.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.23,38.0,2670.41,0.22,0.19,863.64,0.01,0.01,1000.0,0.11,0.1,909.09,0.0,0.0,0.0,4.59,3.7,806.1,4.55,9.55,2098.9,1.52,1.05,690.79,7.75,4.64,598.71,0.06,0.09,1500.0,0.0,0.0,0.0,0.71,0.21,295.77,0.08,0.1,1250.0,0.0,0.0,0.0,15.9,16.3,1025.16,0.25,2.68,10720.0,0.0,0.0,0.0,10.0,91.8,101.79,38.06,0.0,0.0,690.7999999999998,1536.06,2304.09,3055.1
1669,814,2014,13,West Bengal,Malda,204.19,707.57,3465.25,44.4,125.95,2836.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.21,37.11,2289.33,0.0,0.0,0.0,1.37,1.9,1386.86,2.36,2.21,936.44,0.05,0.06,1200.0,20.19,17.73,878.16,0.31,0.31,1000.0,0.4,0.27,675.0,35.1,41.87,1192.88,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.05,357.14,0.0,0.0,0.0,0.0,0.0,0.0,36.0,42.5,1180.56,1.95,20.81,10671.79,0.0,0.0,0.0,34.35,63.82,98.17,5.49,0.0,0.0,805.0200000000001,2124.3199999999997,3186.4799999999996,1303.4
1670,804,2014,13,West Bengal,Murshidabad,367.46,1190.49,3239.78,104.91,300.5,2864.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.45,37.33,5010.74,0.0,0.0,0.0,0.39,0.56,1435.9,5.46,6.79,1243.59,0.15,0.24,1600.0,48.09,47.77,993.35,0.5,1.34,2680.0,20.64,18.84,912.79,88.63,104.3,1176.8,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.1,434.78,0.07,0.07,1000.0,0.0,0.0,0.0,110.1,124.7,1132.61,4.28,31.3,7313.08,0.0,0.0,0.0,28.57,100.25,128.82,11.77,0.0,1.24,1597.4,3929.159999999999,5893.739999999998,1175.6
1671,803,2014,13,West Bengal,Nadia,242.85,780.86,3215.4,43.55,148.33,3405.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,15.23,2986.27,0.0,0.0,0.0,0.14,0.21,1500.0,9.91,10.57,1066.6,0.31,0.53,1709.68,49.88,44.2,886.13,7.08,13.07,1846.05,24.55,29.59,1205.3,78.89,96.03,1217.26,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.34,485.71,0.0,0.0,0.0,0.0,0.0,0.0,111.2,139.0,1250.0,1.75,24.82,14182.86,0.0,0.0,0.0,22.37,90.82,113.19,5.36,0.0,1.12,1207.28,2787.2,4180.799999999999,1096.8
1672,817,2014,13,West Bengal,Purulia,279.72,599.42,2142.93,1.62,3.66,2259.26,0.03,0.01,333.33,0.0,0.0,0.0,0.03,0.01,333.33,0.05,0.02,400.0,6.64,15.38,2316.27,0.11,0.04,363.64,0.0,0.0,0.0,0.2,0.2,1000.0,0.67,0.72,1074.63,12.93,4.08,315.55,0.74,0.72,972.97,0.97,0.64,659.79,1.89,1.51,798.94,0.05,0.04,800.0,0.0,0.0,0.0,0.16,0.05,312.5,0.05,0.04,800.0,0.02,0.01,500.0,4.1,3.1,756.1,0.32,1.63,5093.75,0.0,0.0,0.0,5.65,36.49,42.14,0.48,0.0,0.0,632.8600000000001,1335.5399999999997,2003.3099999999995,1026.7
1673,54,2015,1,Andhra Pradesh,Chittoor,88.15,334.55,3795.24,0.0,0.0,0.0,0.02,0.01,500.0,0.0,0.0,0.0,0.02,0.01,500.0,2.37,6.67,2814.35,3.16,11.39,3604.43,6.0,6.91,1151.67,0.0,0.0,0.0,0.0,0.0,0.0,6.78,1.99,293.51,16.71,9.25,553.57,126.57,164.09,1296.44,0.36,0.18,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.08,571.43,0.01,0.0,0.0,0.86,0.73,848.84,0.0,0.0,0.0,130.97,165.14,1260.9,20.83,168.23,8075.94,1.14,0.36,315.79,81.51,23.05,104.55,1.54,0.44,12.7,974.28,1786.16,2679.2400000000002,1418.9
1674,46,2015,1,Andhra Pradesh,East Godavari,381.74,1445.57,3786.79,0.0,0.0,0.0,0.18,0.2,1111.11,1.35,1.17,866.67,1.53,1.37,895.42,0.07,0.06,857.14,11.12,103.79,9333.63,0.23,0.19,826.09,0.0,0.0,0.0,0.22,0.41,1863.64,2.98,1.24,416.11,49.09,23.34,475.39,0.36,1.0,2777.78,2.63,0.77,292.78,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,750.0,0.0,0.0,0.0,0.1,0.11,1100.0,0.0,0.0,0.0,65.86,231.4,3513.51,11.65,103.77,8909.68,20.57,10.83,526.49,77.34,18.92,96.26,0.0,0.56,4.71,1254.1200000000003,3889.4599999999996,5834.19,1099.1
1675,49,2015,1,Andhra Pradesh,Guntur,183.64,557.07,3033.49,0.0,0.0,0.0,0.1,0.1,1000.0,20.14,107.62,5343.59,20.24,107.72,5321.66,6.93,15.22,2195.22,36.55,316.21,8651.36,0.77,1.31,1689.03,0.0,0.0,0.0,58.39,107.95,1848.85,56.94,56.61,994.24,130.65,127.76,977.92,5.84,18.52,3169.46,8.34,1.66,199.5,0.07,0.02,322.13,0.0,0.0,0.0,3.03,2.69,887.91,0.0,0.0,0.0,1.62,1.84,1135.98,0.56,0.9,1619.75,19.67,25.75,1309.44,0.62,5.72,9218.39,225.09,152.01,675.35,23.79,14.38,38.15,0.0,0.4,18.56,1605.96,3242.9200000000005,4864.380000000001,713.5
1676,48,2015,1,Andhra Pradesh,Krishna,220.68,762.64,3455.86,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.93,4227.27,0.22,0.93,4227.27,0.0,0.0,0.0,19.63,114.14,5814.57,0.0,0.0,0.0,0.0,0.0,0.0,1.24,2.57,2072.58,1.11,0.76,684.68,155.31,189.68,1221.32,1.87,6.33,3385.03,0.42,0.18,428.57,0.53,0.17,320.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,1000.0,0.0,0.0,0.0,13.92,145.61,10460.49,14.56,149.17,10248.41,52.78,36.15,684.92,67.91,8.81,76.73,0.0,0.0,4.09,1100.82,2836.16,4254.24,944.8
1677,51,2015,1,Andhra Pradesh,Kurnool,62.69,200.17,3192.9,0.14,0.1,714.29,13.53,25.65,1895.71,75.86,145.67,1920.14,89.39,171.33,1916.55,11.73,17.57,1498.36,25.12,105.18,4187.27,0.2,0.42,2120.0,0.0,0.0,0.0,213.96,187.62,876.91,71.74,31.66,441.22,43.27,42.22,975.93,87.96,97.49,1108.39,2.2,0.55,251.23,0.79,0.56,702.42,0.11,0.07,636.36,34.21,14.04,410.46,0.0,0.0,0.0,5.73,4.89,852.97,0.52,0.75,1444.1,131.57,118.36,899.59,1.06,10.36,9769.86,209.45,70.68,337.48,14.43,42.18,56.61,0.04,29.92,2.98,2191.4,2634.8799999999997,3952.3199999999997,470.3
1678,44,2015,1,Andhra Pradesh,Srikakulam,270.13,664.52,2459.96,0.0,0.0,0.0,0.08,0.08,1000.0,0.0,0.0,0.0,0.08,0.08,1066.67,0.28,0.62,2214.29,33.4,167.38,5011.98,2.15,3.01,1399.07,0.0,0.0,0.0,0.06,0.12,1916.67,1.14,0.5,441.05,97.18,59.2,609.2,11.36,15.67,1378.96,12.77,2.97,232.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.74,1088.24,0.0,0.0,0.0,43.69,79.28,1814.6,12.96,91.59,7065.36,16.68,8.04,482.31,73.84,7.38,81.21,0.0,0.48,0.01,1152.9599999999998,2203.32,3304.9800000000005,952.4
1679,47,2015,1,Andhra Pradesh,West Godavari,403.8,1558.51,3859.61,0.0,0.0,0.0,0.06,0.06,1000.0,0.01,0.01,1000.0,0.06,0.07,1166.67,0.0,0.0,0.0,56.37,396.66,7036.72,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,1666.67,1.19,1.08,907.56,27.04,26.79,990.75,3.67,11.81,3217.98,0.64,0.24,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.19,1117.65,0.0,0.0,0.0,78.11,777.31,9951.48,14.8,137.05,9257.44,8.39,4.99,594.76,42.55,5.68,48.23,0.0,0.0,0.64,1273.7799999999997,5840.999999999999,8761.499999999998,1053.8999999999999
1680,601,2015,17,Assam,Cachar,229.66,452.79,1971.57,0.07,0.08,1142.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.21,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,428.57,0.29,0.21,724.14,2.32,1.53,659.77,0.0,0.0,0.0,0.24,0.12,500.0,1.98,0.61,308.08,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,500.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.76,330.43,0.52,1.81,3473.9,0.14,0.01,71.43,10.61,18.6,29.21,5.48,0.12,0.09,507.7799999999999,953.8199999999998,1430.7299999999998,2526.7
1681,602,2015,17,Assam,Darrang,335.64,727.47,2167.41,2.11,2.64,1251.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.29,38.14,5231.82,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.23,696.97,1.2,1.08,900.0,21.02,16.76,797.42,0.0,0.0,0.0,1.49,1.08,724.83,41.49,25.58,616.53,0.0,0.0,0.0,0.09,0.03,333.33,0.82,0.48,585.37,0.0,0.0,0.0,0.0,0.0,0.0,44.89,27.64,615.73,3.96,15.19,3838.5,0.01,0.0,0.0,15.26,40.18,55.43,20.75,1.45,0.51,992.6999999999998,1795.9000000000003,2693.8500000000004,0.0
1682,603,2015,17,Assam,Dibrugarh,142.05,268.08,1887.22,0.01,0.01,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.99,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,1000.0,0.14,0.11,785.71,5.45,4.01,736.74,0.0,0.0,0.0,0.15,0.08,533.33,10.27,7.67,746.84,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.47,7.76,741.17,0.5,1.76,3524.6,0.0,0.0,0.0,7.13,13.68,20.81,4.2,0.14,0.38,362.9799999999999,608.5999999999999,912.8999999999999,2312.0
1683,604,2015,17,Assam,Goalpara,356.18,737.67,2071.04,6.6,9.09,1376.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,7.32,2407.24,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.56,774.37,1.41,1.37,971.59,26.89,18.75,697.02,0.0,0.0,0.0,2.14,1.43,670.72,66.12,44.27,669.61,0.0,0.0,0.0,0.11,0.08,716.98,1.32,0.76,571.86,0.0,0.0,0.0,0.0,0.0,0.0,72.21,47.92,663.66,1.15,4.06,3524.44,0.04,0.0,0.0,16.71,43.24,59.95,17.61,1.84,0.32,1144.5000000000002,1836.7199999999998,2755.08,3101.8
1684,606,2015,17,Assam,Karbi Anglong,129.58,213.17,1645.08,1.16,1.36,1172.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.53,27.45,2606.84,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.36,765.96,1.12,0.92,821.43,3.26,2.32,713.01,0.0,0.0,0.0,3.08,2.32,753.25,19.72,9.32,472.62,0.0,0.0,0.0,0.44,0.17,386.36,0.07,0.03,428.57,0.0,0.0,0.0,0.0,0.0,0.0,23.33,11.86,508.36,7.71,23.8,3088.96,0.58,0.05,86.21,7.02,6.52,13.54,0.87,0.27,0.0,417.88000000000005,599.8399999999999,899.7599999999999,1216.1
1685,607,2015,17,Assam,Lakhimpur,211.61,383.71,1813.29,0.04,0.02,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,1.4,2258.06,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,333.33,0.05,0.04,800.0,6.47,5.15,796.97,0.0,0.0,0.0,0.21,0.13,619.05,42.58,43.21,1014.8,0.0,0.0,0.0,0.09,0.05,555.56,0.03,0.01,333.33,0.0,0.0,0.0,0.0,0.0,0.0,42.9,43.41,1011.89,0.69,2.72,3972.12,0.01,0.0,0.0,6.45,21.87,28.31,16.5,0.53,0.07,656.5599999999998,1004.5199999999998,1506.7799999999997,2781.1
1686,609,2015,17,Assam,Nagaon,287.8,668.99,2324.5,3.33,3.45,1036.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,2.67,2810.53,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.18,620.69,0.68,0.5,735.29,9.13,7.19,787.19,0.0,0.0,0.0,1.26,0.76,603.17,25.34,17.64,696.13,0.0,0.0,0.0,0.01,0.0,0.0,0.57,0.43,754.39,0.0,0.0,0.0,0.0,0.0,0.0,27.65,19.24,695.84,6.06,19.29,3184.78,0.02,0.0,0.0,10.54,21.31,31.84,9.8,1.07,0.17,766.8599999999999,1525.4399999999998,2288.16,931.7
1687,610,2015,17,Assam,Sibsagar,315.03,665.27,2111.77,0.15,0.12,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.36,1384.62,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,500.0,0.21,0.18,857.14,12.78,7.43,581.81,0.0,0.0,0.0,0.37,0.23,621.62,21.31,12.23,573.91,0.0,0.0,0.0,0.06,0.03,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.73,12.49,574.78,3.08,8.62,2801.53,0.04,0.0,0.0,10.55,17.11,27.65,4.81,0.56,1.02,780.7999999999998,1449.2799999999997,2173.9199999999996,1863.5
1688,909,2015,2,Bihar,Bhagalpur,127.48,394.51,3094.68,71.04,205.61,2894.29,0.01,0.01,1000.0,0.0,0.0,0.0,0.01,0.01,1000.0,0.01,0.01,1000.0,55.78,279.89,5017.75,0.0,0.0,0.0,1.49,1.48,993.29,6.44,5.2,807.45,1.61,2.21,1372.67,13.24,9.76,736.75,0.0,0.0,0.0,0.01,0.01,1000.0,2.83,2.74,968.2,0.0,0.0,0.0,0.01,0.01,1000.0,0.61,0.53,868.85,0.21,0.3,1428.57,0.0,0.0,0.0,0.0,0.0,0.0,8.51,48.26,5671.4,0.0,0.0,0.0,5.92,12.93,18.86,0.0,0.0,0.03,590.42,1926.9399999999998,2890.41,1253.5
1689,903,2015,2,Bihar,Darbhanga,383.19,490.02,1278.79,196.42,409.5,2084.82,0.14,0.15,1071.43,0.0,0.0,0.0,0.14,0.15,1071.43,0.0,0.0,0.0,78.95,243.91,3089.42,2.47,5.45,2206.48,0.17,0.21,1235.29,0.14,0.14,1000.0,1.8,2.07,1150.0,42.96,33.42,777.91,0.0,0.0,0.0,0.79,0.69,873.42,11.13,11.9,1069.18,0.1,0.08,800.0,0.03,0.03,1000.0,0.58,0.51,879.31,0.1,0.15,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,6.83,31.36,4589.75,0.0,0.0,0.0,26.1,51.95,78.07,0.0,0.0,1.71,1504.0800000000002,2563.3800000000006,3845.0700000000006,863.1999999999999
1690,912,2015,2,Bihar,Gaya,388.34,1137.68,2929.6,216.93,503.84,2322.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.65,35.04,4050.87,0.29,0.4,1379.31,2.34,2.94,1256.41,15.82,16.12,1018.96,3.65,5.08,1391.78,64.07,57.03,890.13,0.29,0.29,1000.0,0.25,0.23,920.0,8.79,7.51,854.38,0.0,0.0,0.0,0.0,0.0,0.0,4.89,4.15,848.67,0.01,0.01,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,3.84,10808.45,0.0,0.0,0.0,0.23,36.0,36.23,0.0,0.0,0.49,1429.8199999999997,3620.3199999999997,5430.48,702.3
1691,902,2015,2,Bihar,Muzaffarpur,277.12,258.9,934.25,222.33,506.33,2277.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.05,243.99,3126.07,0.3,0.31,1033.33,0.17,0.21,1235.29,0.0,0.0,0.0,1.67,2.9,1736.53,41.57,20.96,504.19,0.0,0.0,0.0,0.2,0.17,850.0,8.59,9.23,1074.51,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.21,840.0,0.06,0.09,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,28.98,167.52,5780.09,0.0,0.0,0.0,17.56,44.53,62.08,0.0,0.0,4.69,1353.6999999999998,2510.7,3766.0499999999997,606.0
1692,907,2015,2,Bihar,Patna,170.18,501.36,2946.06,144.73,355.68,2457.54,0.19,0.2,1052.63,0.0,0.0,0.0,0.19,0.2,1052.63,0.0,0.0,0.0,13.06,37.6,2879.02,0.04,0.05,1250.0,0.29,0.4,1379.31,11.53,11.88,1030.36,0.95,1.71,1800.0,59.0,63.95,1083.86,0.05,0.05,1000.0,0.01,0.01,1000.0,6.28,8.75,1393.31,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.3,882.35,0.1,0.15,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.4,4693.31,0.0,0.0,0.0,0.39,31.31,31.7,0.0,0.0,5.74,815.2599999999999,2029.9999999999998,3044.9999999999995,608.8
1693,904,2015,2,Bihar,Saharsa,178.44,345.27,1934.94,103.35,198.26,1918.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.09,149.11,3719.38,2.25,2.26,1004.44,0.06,0.08,1333.33,0.0,0.0,0.0,0.06,0.1,1666.67,49.88,21.07,422.28,0.0,0.0,0.0,0.87,0.76,873.56,2.64,2.72,1030.3,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.69,851.85,2.53,3.52,1391.3,0.0,0.0,0.0,0.0,0.0,0.0,0.19,1.05,5634.95,0.0,0.0,0.0,4.5,16.86,21.36,0.0,0.0,0.0,771.3399999999999,1483.5000000000002,2225.2500000000005,785.8
1694,906,2015,2,Bihar,Saran,243.95,288.01,1180.61,254.0,537.86,2117.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.09,1125.0,56.78,164.96,2905.25,1.24,1.01,814.52,0.14,0.18,1285.71,0.24,0.23,958.33,2.35,3.03,1289.36,6.15,4.49,730.29,0.0,0.0,0.0,0.08,0.07,875.0,7.77,9.42,1212.36,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,666.67,0.05,0.06,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,26.69,153.87,5765.53,0.0,0.0,0.0,7.83,32.61,40.43,0.0,0.0,0.07,1214.76,2391.8199999999997,3587.7299999999996,683.3
1695,2,2015,14,Chhattisgarh,Bastar,644.56,664.46,1030.87,0.84,1.75,2083.33,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.52,910.18,0.0,0.0,0.0,41.36,88.98,2151.35,6.6,1.26,190.91,0.0,0.0,0.0,1.51,1.33,880.79,1.99,1.21,608.04,42.83,13.21,308.41,0.06,0.09,1500.0,3.2,1.23,384.38,4.03,2.58,640.2,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.35,402.3,0.04,0.01,250.0,0.01,0.0,555.56,19.05,5.54,290.81,0.34,0.1,298.52,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.28,0.0,1538.34,1567.8000000000004,2351.7000000000007,1538.5
1696,4,2015,14,Chhattisgarh,Bilaspur,731.83,1340.65,1831.92,17.82,27.03,1516.74,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.7,889.83,0.02,0.01,500.0,8.62,12.22,1416.38,0.0,0.0,0.0,0.21,0.11,523.81,39.47,34.83,882.37,7.58,3.68,485.8,127.17,104.47,821.45,2.85,3.9,1370.52,2.88,1.02,352.01,5.5,2.54,461.88,0.24,0.11,458.33,0.03,0.01,303.95,4.17,1.6,383.46,0.35,0.18,514.29,16.24,9.07,558.26,32.94,18.29,555.1,4.29,0.96,224.31,0.0,0.0,0.0,0.0,0.0,0.0,0.98,1.02,0.0,2007.96,3124.7999999999997,4687.2,1056.8
1697,1,2015,14,Chhattisgarh,Durg,817.68,880.6,1076.95,48.72,54.6,1120.74,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.19,1039.58,0.0,0.0,0.0,9.87,14.47,1467.17,0.06,0.01,166.67,0.04,0.03,750.0,220.27,166.24,754.73,24.71,11.01,445.48,121.23,47.02,387.89,0.44,0.75,1687.82,2.34,0.87,374.48,4.88,2.41,493.81,0.36,0.12,333.33,0.01,0.0,0.0,7.17,2.34,326.49,0.05,0.04,800.0,98.2,49.1,500.02,113.88,37.19,326.61,11.23,2.57,228.49,0.05,0.01,200.0,0.0,0.0,0.0,0.16,0.46,1.83,2963.0600000000004,2540.0599999999995,3810.0899999999992,1008.7
1698,5,2015,14,Chhattisgarh,Raigarh,409.45,414.89,1013.29,3.56,6.15,1727.53,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.12,1090.91,0.03,0.02,666.67,6.5,10.94,1683.08,0.32,0.05,156.25,0.01,0.01,1000.0,1.59,1.13,710.69,7.39,3.51,474.97,43.98,14.27,324.43,11.03,14.73,1335.45,3.14,1.64,522.29,5.98,3.18,531.77,0.01,0.0,0.0,0.0,0.0,0.0,1.29,0.5,387.6,1.48,0.33,222.97,0.01,0.0,428.57,46.09,22.31,484.05,0.25,0.08,312.6,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.45,0.0,1090.1,988.6199999999998,1482.9299999999996,1192.1
1699,3,2015,14,Chhattisgarh,Raipur,986.91,1412.83,1431.57,10.99,19.3,1756.14,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,1000.0,0.0,0.0,0.0,11.14,20.1,1804.31,0.19,0.05,263.16,0.0,0.0,0.0,14.21,12.88,906.4,2.9,0.93,320.69,97.67,43.11,441.42,7.06,8.63,1222.38,2.29,0.97,423.58,2.93,1.7,580.2,0.11,0.03,272.73,0.0,0.0,0.0,1.0,0.43,430.0,0.48,0.23,479.17,0.41,0.35,874.38,13.79,11.36,823.79,0.3,0.09,297.3,0.01,0.0,0.0,0.0,0.0,0.0,0.37,1.03,0.02,2305.56,3068.0799999999995,4602.119999999999,921.4
